ID;LABEL;ARTICLE
648;human;Kane goni rekord Lewandowskiego. Coraz mniejsza strata Harry Kane szaleje w rozgrywkach Bundesligi i zbliża się do rekordu Roberta Lewandowskiego. Sprawdzamy, ile goli potrzebuje Anglik do pobicia legendarnego wyczynu Polaka. Harry Kane coraz bliżej rekordu Lewandowskiego Harry Kane latem 2023 roku zamienił Tottenham na Bayern Monachium. Anglik nie potrzebował zbyt wiele czasu, aby odnaleźć się w nowym otoczeniu. Napastnik momentalnie rozpoczął seryjne zdobywanie bramek i z wielką przewagą przewodzi w klasyfikacji strzelców Bundesligi.Kolejne trzy trafienia Harry Kane dołożył w wygranym meczu Bayernu z Mainz (8:1) w 25. kolejki ligi niemieckiej. Tym samym Anglik ponownie zmniejszył stratę do legendarnego osiągnięcia Roberta Lewandowskiego, który w jednym sezonie Bundesligi zdobył 41 goli. Aktualnie Harry Kane ma na koncie 30 goli, co oznacza, że do pobicia rekordu Lewego potrzebuje 12 bramek w 9 pozostałych meczach. Patrząc na średnią liczbę trafień Anglika, jest to dla niego jak najbardziej realne zadanie.
649;human;Alphonso Davies zszedł z urazem. Kolejna kontuzja gwiazdy Bayernu Alphonso Davies wrócił do podstawowego składu Bayernu, ale już po kilkunastu minutach musiał opuścić boisko. Kanadyjczyk ucierpiał w pojedynku. Alphonso Davies z urazem w meczu z Mainz Alphonso Davies w ostatnim czasie nie ma szczęścia do zdrowia. Kanadyjczyk nie występował przez kilka kolejek z powodu kontuzji kolana, a teraz gdy wrócił do podstawowego składu, musiał przedwcześnie opuścić murawę. Lewy obrońca Bayernu w meczu z Mainz starł się z rywalem, który przypadkowo kopnął go w twarz. Wydawało się, że piłkarz wróci do gry, ale po interwencji lekarzy podjęto decyzję o zmianie.Na ten moment nie wiadomo, jak poważny jest uraz Daviesa. Bez wątpienia może to niepokoić nie tylko kibiców Bayernu, ale także Realu Madryt. Według mediów Królewscy chcą ściągnąć Kanadyjczyka do swojego składu w letnim oknie transferowym.
650;human;Fałszywe wieści o Xabim Alonso! Dyrektor Bayernu dementuje Thomas Tuchel po sezonie 2023/2024 opuści Bayern Monachium. Faworytem do zastąpienia Niemca jest Xabi Alonso. Jednak Bawarczycy przekonują, że jeszcze nie rozpoczęli rozmów. Max Eberl: Bayern nie prowadził rozmów z Xabim Alonso Bayern Monachium podjął decyzję, że po sezonie 2023/2024 Thomas Tuchel opuści drużynę. W związku z tym w najbliższych miesiącach klub będzie musiał zintensyfikować poszukiwania nowego szkoleniowca. Bawarczycy muszą się spieszyć, bo trenerów potrzebują także Liverpool i FC Barcelona.Głównym faworytem do objęcia Bawarczyków jest Xabi Alonso, aktualny trener Bayeru Leverkusen. Aptekarze pod wodzą Hiszpana notują kapitalne wyniki i najprawdopodobniej odbiorą Bayernowi mistrzostwo Niemiec. Media spekulowały już, że władze Die Roten rozpoczęły rozmowy z Alonso, ale stanowczo te doniesienia zdementował Max Eberl. – Nie rozmawialiśmy jeszcze z nikim. Musimy najpierw skupić się na sobie, a potem będziemy prowadzić dyskusję. Mamy już listę priorytetów, nad którymi chcemy pracować, ale mamy też sezon do rozegrania i chcemy go dokończyć. Nie będę mówił o trenerach innych klubów. Musimy robić swoje. Szukanie trenera składa się z wielu aspektów – ocenia dyrektor sportowy Bayernu.
651;human;Bayern może rozważyć powrót trenera. “To jest możliwe” Bayern Monachium latem będzie musiał znaleźć nowego szkoleniowca, a wpływ ma na to decyzja dotycząca Thomasa Tuchela, który po sezonie zakończy współpracę z Bawarczykami. Jeden z członków zarządu niemieckiego klubu zabrał głos w sprawie. Bayern może postawić na sprawdzony wariant Bayern Monachium w tej kampanii wciąż liczy się w grze o mistrzostwo Niemiec i grę o triumf w Lidze Mistrzów. Chociaż według ekspertów szanse na tego typu sukcesy Bawarczyków nie są duże. Tymczasem Uli Hoeness dał do zrozumienia, że nie można wykluczyć rozwiązanie z wielkim powrotem do Bayernu. Były trener może być rozważany przez sterników ekipy z Bundesligi jako nowy/stary szkoleniowiec.– Obecne kierownictwo Bayernu nie ma pretensji do Juliana Nagelsmanna. Za zwolnienie Juliana odpowiadają Oliver Kahn i Hasan Salihamidzic. Nie ma ich już w klubie. Powrót Nagelsmanna jest możliwy, zwłaszcza że jego obecny kontrakt z reprezentacją liczony jest tylko do końca Euro-2024 – powiedział przedstawiciel giganta Bundesligi w rozmowie ze Sky Sports. Wcześniej pojawiły się wieści, że aktualny selekcjoner reprezentacji Niemiec może nie tylko wrócić do Barcy, ale chętna na zatrudnienia tego trenera ma być też FC Barcelona. Zanim jednak do tego dojdzie, to Nagelsmann będzie prowadził niemiecką ekipę na mistrzostwa Europy, które zaczną się 14 czerwca i potrwają do 14 lipca. W turnieju wezmą udział 24 drużyny.
652;human;Kane na szczycie, Bayern absolutnym hegemonem Harry Kane latem minionego roku dołączył do Bayernu Monachium. L'Equipe zaprezentowało natomiast listę najlepiej opłacanych zawodników w Bundeslidze. Czołowe lokaty zdominowali gracze Bayernu Monachium, na czele z byłym napastnikiem Tottenhamu Hotspur.Bayern zdecydowane odskoczył od reszty stawki w Niemczech Harry Kane nie potrzebował dużo czasu, aby zaaklimatyzować się w Bayernie Monachium. Angielski zawodnik błyszczy skutecznością. Paradoksalnie jednak realny scenariusz zakłada, że po raz pierwszy od wielu lat Bawarczycy nie wygrają mistrzostwa Niemiec. L’Equipe przygotowało z kolei zestawienie z najlepiej zarabiającymi graczami w lidze niemieckiej. Czołowe lokaty w rankingu należą do graczy giganta Bundesligi. Goal.pl › Bundesliga › Kane na szczycie, Bayern absolutnym hegemonem Kane na szczycie, Bayern absolutnym hegemonem Źródło: L'Equipe 15:53, 21. marca 2024 Luka Pawlik Luka Pawlik | Aktualizacja: 18:23, 21. marca 2024 Harry Kane latem minionego roku dołączył do Bayernu Monachium. L'Equipe zaprezentowało natomiast listę najlepiej opłacanych zawodników w Bundeslidze. Czołowe lokaty zdominowali gracze Bayernu Monachium, na czele z byłym napastnikiem Tottenhamu Hotspur. Piłkarze Bayernu Monachium Obserwuj nas w fot. Imago / Jan Huebner Na zdjęciu: Piłkarze Bayernu Monachium Bayern zdecydowanie zdominował zestawienie z zawodnikami najlepiej zarabiającymi w Bundeslidze L’Equipe przygotowało ranking, w którym pierwsze mieć lokat zajmują gracze ekipy z Allianz Arena Najlepiej zarabiającym zawodnikiem w lidze niemieckiej jest Harry Kane Bayern zdecydowane odskoczył od reszty stawki w Niemczech Harry Kane nie potrzebował dużo czasu, aby zaaklimatyzować się w Bayernie Monachium. Angielski zawodnik błyszczy skutecznością. Paradoksalnie jednak realny scenariusz zakłada, że po raz pierwszy od wielu lat Bawarczycy nie wygrają mistrzostwa Niemiec. L’Equipe przygotowało z kolei zestawienie z najlepiej zarabiającymi graczami w lidze niemieckiej. Czołowe lokaty w rankingu należą do graczy giganta Bundesligi. POLECAMY TAKŻE Thomas Tuchel Bayern rozmawia z następcą Tuchela! Sensacyjne informacje Robert Lewandowski i Harry Kane Lewandowski zmiażdżony. W tej klasyfikacji króluje Harry Kane Piłkarze Bayernu Monachium Juventus ruszy po piłkarza Bayernu? Hit transferowy wisi w powietrzu Na pierwszym miejscu znajduje się Harry Kane, mogący liczyć na pensję w wysokości 2,1 miliona euro miesięcznie. Drugie i trzecie miejsce dzielą bramkarz Manuel Neuer i napastnik Thomas Mueller, mogący liczyć na apanaże w wysokości 1,66 miliona euro. Czwarta i piąta pozycja została natomiast zarezerwowana dla Kinsgleya Comana i Serge’a Gnabry’ego, inkasujących po 1.42 miliona euro. Bayern aktualnie plasuje się na drugiej pozycji w tabeli ligi niemieckiej, legitymując się bilansem 60 punktów. Do lidera Bayeru Leverkusen monachijczycy tracą 10 oczek. Tymczasem na 30 marca zaplanowane jest hitowe spotkanie Bayernu z Borussią Dortmund.
653;human;Bayern sięgnie po byłego trenera? To byłaby prawdziwa sensacja Bayern Monachium szuka trenera, który poprowadzi zespół w kolejnym sezonie. Prezes klubu nie wykluczył powrotu Juliana Nagelsmanna. Nagelsmann wróci do Bayernu? Ma niedokończone sprawy Bayern Monachium przygotowuje się do zmiany trenera. Po sezonie z drużyną pożegna się Thomas Tuchel, który nie spełnił pokładanych w nim nadziei. Bawarczycy mają już niewielkie szanse na zdobycie mistrzowskiego tytułu, na skutek czego w pełni skupiają się na Lidze Mistrzów. Władze Bayernu utrzymują, że nie spieszą się z wyborem następcy Tuchela. Media każdego dnia rozpisują się na temat potencjalnych kandydatur. Celem numer jeden Bawarczyków ma być Xabi Alonso, który lada moment odbierze im tytuł mistrza Niemiec. Prowadzony przez niego Bayer Leverkusen jest prawdziwą sensacją tego sezonu w Europie. Szanse na sprowadzenie Hiszpana są jednak niewielkie. Interesuje się nim również Liverpool, a niewykluczone, że postanowi dalej pracować z Aptekarzami. Bayern rozgląda się więc za innymi opcjami. Dość niespodziewanie przewija się nazwisko Juliana Nagelsmanna, który przecież w poprzednim sezonie wyleciał z klubu z hukiem. Teraz przedstawiciele niemieckiego giganta nie wykluczają ponownego nawiązania współpracy. – W piłce nożnej nigdy nie należy niczego wykluczyć – przekazał prezes Jan-Chrisian Dressen. Nagelsmann od kilku miesięcy pracuje w reprezentacji Niemiec, którą przygotowuje do Mistrzostw Europy. Nie ukrywa przy tym, że tęskni za piłką klubową, do której chce szybko wrócić.
654;human;Nowy zawodnik Bayernu z problemami zdrowotnymi. Pauza potrwa kilka tygodni Sacha Boey do tej pory zaliczył tylko dwa występy w Bayernie Monachium. Francuz na kolejny mecz będzie musiał jednak poczekać. 23-latek doznał kontuzji, która wykluczy go z gry na kilka tygodni - podaje Fabrizio Romano. Sacha Boey wypada z gry Bayern Monachium w zimowym okienku zdecydował się pozyskać Sachę Boeya z Galatasaray. Francuski defensor dobrze spisywał się na tureckich boiskach, stąd transfer mistrzów Niemiec nie był przez nikogo krytykowany. Jednak rzeczywistość dla 23-latka okazała się inna. Zawodnik jest już trzy miesiące w klubie, a zaliczył tylko dwa występy. Na dodatek na kolejny rozegrany mecz będzie musiał poczekać. Jak informuje Fabrizio Romano, Sacha Boey na jednym z treningów nabawił się kontuzji. Szczegółowe badania wykazały naderwanie włókna mięśniowego. Włoski dziennikarz dodał, że absencja francuskiego obrońcy potrwa nawet kilka tygodni. Bayern Monachium obecnie zajmuje drugą lokatę w rozgrywkach Bundesligi. Ich szanse na obronę mistrzostwa maleją z każdą kolejką, bowiem ich strata do Bayeru Leverkusen wynosi aż 10 punktów. “Bawarczycy” jednak wciąż liczą się w walce o trofeum Ligi Mistrzów. W ćwierćfinale rozgrywek zmierzą się w dwumeczu z Arsenalem.
655;human;"Zaskakująca decyzja Freiburga. Debiutant zastąpi Streicha Freiburg jakiś czas temu ogłosił, że wraz z końcem sezonu Christian Streich przestanie pełnić funkcję trenera. Magazyn ""Kicker"" zdradził nazwisko przyszłego szkoleniowca niemieckiego klubu. 58-latka zastąpi Julian Schuster, dla którego będzie to debiut w tej roli. Julian Schuster zostanie szkoleniowcem Freiburga Jakiś czas temu Freiburg ogłosił decyzje o rozstaniu z Christianem Streichem. Dla wielu kibiców był to ogromny ból, bowiem szkoleniowiec był od lat związany z tym klubem. A mianowicie od 1995 roku. Za sterami jako główny trener zespołu zasiadał od grudnia 2011 roku. Magazyn “Kicker” w środowym wydaniu zdradził nazwisko trenera, który od przyszłego sezonu będzie pracował we Freiburgu. Otóż następcą Christiana Streicha zostania dobrze znany w klubie Julian Schuster. 38-latek przez 10 sezonów występował na Europa-Park Stadion jako piłkarz. Teraz dla niego będzie to całkiem nowe wyzwanie. Julian Schuster po zakończeniu piłkarskiej kariery wciąż był związany z Freiburgiem. Jednak pracował jedynie jako koordynator ds. rozwoju talentów. Decyzja klubu o postawieniu na żółtodzioba mogła kompletnie zaskoczyć kibiców. Jednak 38-latek od pierwszego dnia będzie mógł liczyć na wsparcie fanów."
656;human;Uli Hoeness zdradził, kto jest zainteresowany Xabim Alonso. Wymienił trzy kluby Uli Hoeness zdradził, kto jest zainteresowany Xabim Alonso. Wymienił trzy kluby Trzej giganci Xabi Alonso to chyba najgorętsze nazwisko na trenerskim rynku w aktualnym czasie. Hiszpan imponuje stylem oraz wynikami w prowadzonym przez siebie Bayerze Leverkusen. U steru “Aptekarzy” nie przegrał on od maja 2023 roku, tym samym pewnie zmierza po wygranie Bundesligi w tym sezonie, a być może także rozgrywek Ligi Europy. To powoduje, że o byłego znakomitego pomocnika biją się czołowe kluby w Europie. Jednym z nich jest Bayern Monachium, a ws. innych zainteresowanych wypowiedział się Uli Hoeness, działacz “Die Roten”. – Alonso udowodnił, że może być trenerem w naprawdę bardzo dużych klubach. Kluby takie jak Liverpool, Real Madryt, a także Bayern pracują nad tym, aby go ściągnąć do swojego zespołu. Z kolei Bayer Leverkusen myśli o tym, jak go zatrzymać – mówi Hoeness cytowany przez Florian Plettenberg ze “Sky Sports DE”.
657;human;Klopp nie trafi do giganta. Dyrektor zapewnia, że rozmów nie będzie Bayern Monachium nie jest zainteresowany zakontraktowaniem Juergena Kloppa. Max Eberl przyznaje, że uszanuje wolę szkoleniowca, który chce zrobić sobie przerwę od pracy. Bayern nie zakontraktuje Kloppa Bayern Monachium nie spieszy się z wyborem nowego trenera. Do końca sezonu na ławce pozostanie Thomas Tuchel, z którym później Bawarczycy się pożegnają. Media rozpisują się na temat kolejnych kandydatów, a na prowadzenie wysuwa się jedno nazwisko – Xabi Alonso. Hiszpan wykonuje znakomitą pracę w Bayerze Leverkusen i jest łączony z Bayernem Monachium lub Liverpoolem. Niewykluczone, że ostatecznie pozostanie w szeregach Aptekarzy, dlatego Bawarczycy rozglądają się także za innymi opcjami. Po sezonie dostępny będzie Juergen Klopp, który dość niespodziewanie ogłosił swoje odejście z Liverpoolu. Niemiecki szkoleniowiec przyznał, że brakuje mu energii do tak intensywnej pracy. Zapowiedział przerwę od zawodu, a władze Bayernu zamierzają to uszanować. Dyrektor Max Eberl wyjaśnił, że nie zamierza kontaktować się z Kloppem, wykluczając tym samym jego kandydaturę. – Wiem, co to znaczy, kiedy Klopp mówi, że kończy mu się energia. Ja przechodziłem przez to samo. Kiedy ktoś tak mówi, praca znajduje się na drugim miejscu. Na pierwszym zawsze jest człowiek. Nie będę do niego dzwonił – zdradził.
658;human;"Zawodnik Leverkusen wystawia laurkę Xabiemu Alonso. “Jest kimś wyjątkowym” Alejandro Grimaldo ostatnio udzielił wywiadu hiszpańskiej ""Marce"". Defensor Bayeru Leverkusen został zapytany o perspektywy zdobycia mistrza Niemiec, a także współpracę z Xabim Alonso. 28-latek w ciepłych słowach wypowiedział się o swoim rodaku. Alejandro Grimaldo: Nie ma wielu takich trenerów jak Xabi Alonso Sezon ligowy 2023/24 może zostać na zawsze zapamiętany przez kibiców Bayeru Leverkusen. Otóż “Aptekarze” pewnym krokiem zmierzają po pierwszy w historii klubu tytuł mistrza Niemiec. Podopieczni Xabiego Alonso na 10 kolejek przed końcem mają aż 10 punktów przewagi nad będącym za ich plecami Bayernem Monachium. O perspektywie zdobycia mistrza Bundesligi w rozmowie z “Marką” opowiedział Alejandro Grimaldo. Hiszpan również został zapytany o współpracę ze swoim rodakiem. 28-latek w samych superlatywach wypowiedział się o szkoleniowcu. – Bundesliga byłaby wyjątkowa. Mam szansę w swoim pierwszym roku sięgnąć po tytuł, którego Bayer Leverkusen nigdy wcześniej nie zdobył. Oznaczałoby przejście do historii. To coś, co ja i cały zespół chcemy osiągnąć. Myślę, że jesteśmy na dobrej drodze – mówi Grimaldo. – W całej mojej karierze miałem bardzo dobrych trenerów, zarówno w Barcelonie, jak i w Benfice. Ale Xabi jest kimś wyjątkowym. W piłkarskim świecie nie ma wielu takich trenerów jak on – podkreśla."
659;human;"Piłkarz Bayernu nie ma wątpliwości. “Mistrzostwo nie jest już w naszych rękach” Bayern Monachium obecnie traci do prowadzącego w Bundeslidze Bayeru Leverkusen aż 10 oczek. Eric Dier, w rozmowie z dziennikiem ""Kicker"", przyznał, że obecnie mistrzostwo nie jest już w rękach ""Bawarczyków"". Eric Dier omówił kryzys Bayernu Monachium Obecny sezon w wykonaniu Bayernu Monachium nie należy do udanych. “Bawarczycy” z trudem przebrnęli Lazio w 1/8 finału Ligi Mistrzów, a na dodatek ich strata do prowadzącego w lidze Bayeru Leverkusen wynosi 10 oczek. Do końca sezon pozostało 10 kolejek, więc wydaje się mało prawdopodobne, aby “Die Roten” dopadli rozpędzoną maszynę Xabiego Alonso.We wtorek na łamach “Kickera” ukazała się rozmowa z Ericiem Dierem. Anglik w szczerej rozmowie przyznał, że mistrzostwo Bundesligi nie leży już w rękach Bayernu. Na dodatek był piłkarz Tottenhamu wrócił do blamażu z Bayerem Leverkusen (0:3). – Podstawowa analiza jest taka – przegraliśmy mecze z Leverkusen, z Lazio, z Bochum. To rzadkość w klubie takim jak Bayern i nie jest to coś, co można zaakceptować. Nie byliśmy wystarczająco dobrzy, to nie może być prawda. Postawiliśmy się w sytuacji, w której mistrzostwo nie jest już w naszych rękach i jest bardzo daleko – mówił Dier cytowany przez serwis “dieroten.pl”. – Na to potrzebujemy dużo czasu i meczów na ekranie (śmieje się). Mecz po meczu: W Leverkusen nie sądzę, by wynik 0:3 był reprezentatywny dla przebiegu meczu, nawet jeśli w końcówce mieliśmy prawo przegrać. W Lidze Mistrzów są dwa mecze w fazie pucharowej. To zawsze jest trudne – dodał.a"
660;human;Xabi Alonso pozostanie wierny Bayerowi? “Nie ma powodu, by wątpić” Xabi Alonso jest rozchwytywany przez najlepsze kluby w Europie. Władze Bayeru Leverkusen liczą na kontynuowanie współpracy z Hiszpanem. Alonso zostanie w Bayerze? Władze klubu nie mają wątpliwości Xabi Alonso to obecnie najgorętsze nazwisko na rynku trenerskim. Jego Bayer Leverkusen pewnym krokiem zmierza po mistrzostwo Niemiec, grając przy tym absolutnie fantastyczną piłkę. Aptekarze w tym sezonie nie doznali jeszcze ani jednej porażki, co oznacza, że mają szansę zdobyć również Ligę Europy i Puchar Niemiec. Hiszpan wykonuje kapitalną robotę, co przyczyniło się do poważnego zainteresowania ze strony najlepszych klubów w Europie. Latem dojdzie do poważnych zmian w Liverpoolu oraz Bayernie Monachium. Obie drużyny potrzebują nowych szkoleniowców, gdyż ze swoimi stanowiskami pożegnają się kolejno Juergen Klopp oraz Thomas Tuchel. Oczywistym faworytem do objęcia jednej bądź drugiej ekipy jest Alonso.
661;human;"Hummels opuści Borussię Dortmund? Weteran rozważa zaskakującą decyzję Mats Hummels latem może zakończyć swoją przygodę w Borussii Dortmund. To może być również ostatni sezon w karierze Niemca. Były mistrz świata bowiem rozważa przejście na emeryturę- podaje ""Bild"". Mats Hummels rozważa zakończenie kariery Kontrakt Matsa Hummelsa z Borussią Dortmund wygasa wraz z końcem sezonu. W ostatnim czasie pojawiły się głosy, że klub może przedłużyć pobyt mistrza świata z 2014 roku, ale dziś “Bild” przekazuje zupełnie inne informacje w tej sprawie. Otóż sam niemiecki zawodnik rozważa zakończenie współpracy z klubem z Signal Iduna Park. Niemieccy dziennikarze spieszą z jeszcze jedną informacją. Mats Hummels bowiem poważnie zaczął zastanawiać się nad swoją piłkarską przyszłością. 35-latek ma rozważać przejście na emeryturę. Być może obecna kampania jest ostatnią w karierze Niemca. Mats Hummels w obecnym sezonie rozegrał łącznie we wszystkich rozgrywkach 29 spotkań pod okiem Edina Terzicia. 35-latkowi nawet udało się trzykrotnie wpisać na listę strzelców. Wszystkie trafienia miały miejsce w meczach Bundesligi."
662;human;Kane i Mbappe muszą gonić. Rewelacyjny napastnik wyprzedza gwiazdy Harry Kane i Kylian Mbappe muszą się bardziej postarać, jeśli chcą dogonić rewelacyjnego napastnika z ligi portugalskiej. Viktor Gyökeres robi furorę w tym sezonie. Harry Kane i Kylian Mbappe za Viktorem Gyökeresem Harry Kane to aktualny lider w klasyfikacji Złotego Buta za sezon 2023/2024. Za plecami Anglika z pokaźną stratą plasuje się gwiazdor PSG, czyli Kylian Mbappe. Natomiast podium w tym zestawieniu uzupełnia Lautaro Martinez z Interu Mediolan. Oczywiście Złoty But to nagroda tylko za gole ligowe. Sprawdźmy jednak, jak wygląda klasyfikacja najlepszych graczy ofensywnych, gdy uwzględnimy wszystkie rozgrywki oraz weźmiemy pod uwagę gole i asysty piłkarzy z czołowych siedmiu lig Europy. Viktor Gyökeres to absolutna gwiazda ligi portugalskiej i Sportingu CP. Nie bez powodu napastnik znalazł się m.in. na radarze Chelsea.
663;human;Trzęsienie ziemi w niemieckim klubie. Trener odchodzi po 29 latach pracyChristian Streich po zakończeniu sezonu przejdzie na emeryturę. Niemiecki szkoleniowiec pracował w Freiburgu nieprzerwanie od 1995 roku - informuje niemiecki Sky Sport. Koniec epoki w Freiburgu, Streich odchodzi po ponad dwóch dekadach Freiburg po zakończeniu sezonu pożegna trenerską legendę klubu. Jak poinformował niemiecki oddział Sky Sport wraz z końcem bieżącej kampanii na emeryturę przejdzie Christian Streich. Niemiec pracował w klubie nieprzerwanie od 1995 roku. Informacje o zakończeniu wspólnej pracy potwierdził 58-letni szkoleniowiec.– Długo myślałem i odbyłem wiele rozmów. Uważam, że po 29 latach nadszedł właściwy czas, aby zrobić miejsce dla nowej energii, nowych ludzi i możliwości. W przeszłości bardzo ważne było dla mnie, aby nie przegapić odpowiedniego momentu, w którym należy odejść – powiedział Streich cytowany przez Floriana Plettenberga na portalu X. Christian Streich swoją przygodę z Freiburgiem rozpoczął w 1995 roku jako trener grup młodzieżowych. Po roku pracy został mianowany szkoleniowcem zespołu do lat 19, z którym pracował aż do 2011 roku. W tym czasie łączył również funkcję asystenta głównego trenera w pierwszym zespole. Pracę z dorosłą drużyną Freiburga zaczął w grudniu 2011 roku. Przez prawie 13 lat pobytu w roli pierwszego trenera prowadził zespół w 481 meczach, z których wygrał 193 spotkania. Średnio zdobywał 1,46 punktu na mecz. Do największych sukcesów 58-latka na stadionie Europa-Park należy finał Pucharu Niemiec w 2022 roku. Pod jego wodzą drużyna trzykrotnie awansowała do fazy grupowej Ligi Europy.
664;human;Kane z kolejną bramką w Bundeslidze. Rekord Lewandowskiego na wyciągnięcie ręki! Harry Kane jest coraz bliżej historycznego rekordu Roberta Lewandowskiego. Angielski napastnik strzelił 31. bramkę w Bundeslidze. Tym razem ofiarą snajpera Bayernu Monachium był Darmstadt. Kane rozpoczął końcowe odliczanie, rekord Lewandowskiego zagrożony Harry Kane notuje fantastyczny debiutancki sezon w Bundeslidze. Anglik bije rekord za rekordem. Coraz bliżej ma również do historycznego wyniku Roberta Lewandowskiego. 30-letni napastnik Bayernu Monachium w ostatnim meczu przeciwko Darmstadt po raz kolejny wpisał się na listę strzelców. Aktualnie dorobek bramkowy reprezentanta Anglii w lidze wynosi 31 bramek.Do rekordu Lewandowskiego brakuje mu tylko dziesięciu bramek, a do końca sezonu pozostało osiem spotkań. Jeśli Kane utrzyma taką skuteczność, to może realnie myśleć o pobiciu rekordu reprezentanta Polski. Co więcej, Fabrizio Romano poinformował, że Anglik jako pierwszy debiutant w historii Bundesligi strzelił 31 goli w sezonie. Ponadto pobił swój indywidualny wynik, jeśli chodzi o liczbę bramek w sezonie ligowym. Do tej pory jego rekord z Tottenhamu wynosił 30 goli w lidze. Łącznie Harry Kane w tym sezonie rozegrał 35 spotkań, w których 37 razy wpisał się na listę strzelców. Bayern Monachium po przerwie reprezentacyjnej zmierzy się z Borussią Dortmund oraz Heidenheim. Dla Kane’a będzie to kolejna szansa, aby zbliżyć się do rekordu Lewandowskiego.
665;human;"Borussia wykupi Jadona Sancho. Padła konkretna suma Według informacji przekazanych przez ""The Sun"", Borussia Dortmund będzie chciała wykupić Jadona Sancho z Manchesteru United. Skrzydłowy jest wypożyczony do Bundesligi, ponieważ popadł w konflikt z Erikiem Ten Hagiem. Spora suma Jadon Sancho w styczniu tego roku przeniósł się na zasadzie wypożyczenia z Manchesteru United do Borussi Dortmund. Anglik popadł w konflikt z Erikiem Ten Hagiem i musiał opuścić ekipę z Premier League. Wrócił do miejsca, które zna bardzo dobrze i również w tym roku spisuje się w barwach BVB przyzwoicie. Dlatego też drużyna z Bundesligi myśli o wykupieniu go z United. Według informacji przekazanych przez dziennik “The Sun”, zespół z Niemiec przygotowuje złożenie oferty, która ma opiewać na 35 milionów funtów. “Czerwone Diabły” byłby skłonne zaakceptować tę proporcję, ale sam zawodnik musiałby mierzyć się z obniżką pensji. Po powrocie do BVB Sancho uzbierał osiem meczy, w których zdobył gola i zanotował dwie asysty."
666;human;Tuchel obawia się przerwy na kadrę. Martwi się o zdrowie swoich podopiecznych Thomas Tuchel podczas konferencji prasowej wypowiedział się na temat zbliżającego się zgrupowania reprezentacji. Trener Bayernu Monachium uważa, że wyjazd na kadrę zakłócił rytm pracy w drużynie. Tuchel niezadowolony z przerwy na reprezentacje Bayern Monachium po gorszym okresie w Bundeslidze wrócił do regularnych zwycięstw. Bawarczycy z ostatnich czterech meczów wygrali trzy spotkania, a po drodze awansowali do ćwierćfinału Ligi Mistrzów. Thomas Tuchel w końcu po raz pierwszy od kilku tygodni ma do dyspozycji prawie cały skład. Można by rzec, że jak na złość, gdy Bayern zaczął odzyskiwać formę, to na horyzoncie widać już zbliżające się wielkimi krokami zgrupowanie reprezentacji. O tym, że przerwa na kadrę może zaburzyć rytm pracy w zespole, opowiedział na konferencji prasowej. – Po raz pierwszy od dwóch tygodni mam do dyspozycji 19/20 zawodników pierwszego zespołu. To natychmiast odbije się na grupie. Przerwa międzynarodowa zaburzy rytm, co nie jest idealne, ale jest, jak jest. Trzymam kciuki, żeby wszyscy wrócili w dobrej formie – powiedział Tuchel na konferencji prasowej cytowany przez profil Bayern&Germany na portalu X Bayern w najbliższy weekend zmierzy się w Bundeslidze z Darmstadt. Natomiast rozgrywki po przerwie reprezentacyjnej wznowi spotkaniem z Borussią Dortmund.
667;human;Młody talent Bayernu wybrał reprezentację. Dyrektor sportowy potwierdza Aleksandar Pavlović stanie przed szansą oficjalnego debiutu w seniorskiej reprezentacji Niemiec. Powołanie 19-latka na najbliższe zgrupowanie potwierdził dyrektor sportowy Bayernu Monachium. Aleksandar Pavlović powołany do reprezentacji Niemiec Bayern Monachium od zawsze posiadał w swoich szeregach piłkarzy, którzy stanowili mocny punkt reprezentacji Niemiec. Aktualnie w szeregach Die Roten występuje wielki talent Aleksandar Pavlović, który jeszcze do niedawna zastanawiał się nad tym, w której reprezentacji występować na arenie międzynarodowej.Z racji tego, że rodzice Pavlovicia pochodzą z Serbii, 19-letni piłkarz posiada podwójne obywatelstwo. Ten fakt spowodował, że serbska federacja chciały przekonać pomocnika do gry w ich barwach. Jednak we wtorek media obiegła informacja, że urodzony w Monachium zawodnik zostanie powołany przez Juliana Nagelsmanna na marcowe zgrupowanie. Doniesienia okazały się prawdą, bowiem dyrektor sportowy Bayernu Monachium potwierdził, że Pavlović otrzymał powołanie do reprezentacji Niemiec. Wychodzi więc na to, że 19-latek podjął decyzję i wiąże swoją przyszłość z niemiecką drużyną narodową. – Aleks niesamowicie się rozwinął. Gra niezwykle konsekwentnie i ma dużą pewność siebie. Nawet podczas meczów międzynarodowych, gdzie jest duża presja. Bardzo się cieszmy z tego powodu i jest to dla nas ogromne wyróżnienie – powiedział Christoph Freund w rozmowie z Sky Sport. Dyrektor sportowy Bayernu potwierdził również brak powołania dla innego piłkarza zespołu Leona Goretzki. O decyzji Nagelsmanna w sprawie rezygnacji z 29-letniego pomocnika pisaliśmy [TUTAJ]. – To niefortunne, Leon radzi sobie ostatnio naprawdę dobrze i jest dla nas absolutnym liderem – dodał Freund.
